Frame,Speed
655,
656,
657,
658,235
659,235
660,235
661,236
662,236
663,236
664,236
665,236
666,236
667,236
668,236
669,236
670,236
671,236
672,236
673,236
674,236
675,236
676,236
677,236
678,236
679,236
680,236
681,236
682,236
683,236
684,236
685,237
686,237
687,237
688,237
689,237
690,237
691,237
692,237
693,237
694,237
695,237
696,237
697,237
698,237
699,237
700,237
701,237
702,237
703,237
704,237
705,237
706,237
707,237
708,237
709,237
710,238
711,238
712,238
713,238
714,238
715,238
716,238
717,238
718,238
719,238
720,238
721,238
722,238
723,238
724,238
725,238
726,238
727,238
728,238
729,238
730,238
731,238
732,238
733,239
734,239
735,239
736,239
737,239
738,239
739,239
740,239
741,239
742,239
743,239
744,239
745,239
746,239
747,239
748,239
749,239
750,239
751,239
752,239
753,239
754,240
755,240
756,240
757,240
758,240
759,240
760,240
761,240
762,240
763,240
764,240
765,240
766,240
767,240
768,240
769,240
770,240
771,240
772,240
773,240
774,241
775,241
776,241
777,241
778,241
779,241
780,241
781,241
782,241
783,241
784,241
785,241
786,241
787,241
788,241
789,241
790,241
791,241
792,241
793,241
794,242
795,242
796,242
797,242
798,242
799,242
800,242
801,242
802,242
803,242
804,242
805,242
806,242
807,242
808,242
809,242
810,243
811,243
812,243
813,243
814,243
815,243
816,243
817,243
818,243
819,243
820,243
821,243
822,243
823,243
824,243
825,243
826,243
827,243
828,243
829,243
830,243
831,243
832,244
833,244
834,244
835,244
836,244
837,244
838,244
839,244
840,244
841,244
842,244
843,244
844,244
845,244
846,244
847,244
848,244
849,244
850,244
851,244
852,244
853,244
854,244
855,244
856,244
857,244
858,245
859,245
860,245
861,
862,245
863,245
864,245
865,245
866,245
867,245
868,
869,
870,
871,
872,
873,
874,
875,
876,
877,
878,
879,
880,
881,
882,
883,
884,
885,
886,
887,
888,
889,
890,
891,
892,
893,
894,
895,
896,
897,
898,
899,
900,
901,
902,
903,
904,
905,
906,
907,
908,
909,
910,
911,
912,
913,
914,
915,
916,
917,
918,
919,
920,246
921,
922,
923,246
924,246
925,246
926,246
927,246
928,
929,246
930,
931,
932,
933,246
934,246
935,246
936,246
937,246
938,246
939,246
940,246
941,246
942,246
943,246
944,246
945,246
946,246
947,246
948,246
949,246
950,246
951,246
952,247
953,247
954,247
955,247
956,247
957,247
958,247
959,247
960,247
961,247
962,247
963,247
964,247
965,247
966,247
967,247
968,247
969,247
970,247
971,247
972,247
973,247
974,247
975,247
976,247
977,247
978,248
979,248
980,248
981,248
982,248
983,248
984,248
985,248
986,248
987,248
988,248
989,248
990,248
991,248
992,248
993,248
994,248
995,248
996,248
997,249
998,249
999,249
1000,249
1001,249
1002,249
1003,249
1004,249
1005,249
1006,249
1007,249
1008,249
1009,249
1010,249
1011,249
1012,249
1013,249
1014,249
1015,249
1016,250
1017,250
1018,250
1019,250
1020,250
1021,250
1022,250
1023,250
1024,250
1025,250
1026,250
1027,250
1028,250
1029,250
1030,250
1031,250
1032,250
1033,250
1034,250
1035,251
1036,251
1037,251
1038,251
1039,251
1040,251
1041,251
1042,251
1043,251
1044,251
1045,251
1046,251
1047,251
1048,251
1049,251
1050,251
1051,251
1052,251
1053,252
1054,252
1055,252
1056,252
1057,252
1058,252
1059,252
1060,252
1061,252
1062,252
1063,252
1064,252
1065,252
1066,252
1067,252
1068,252
1069,252
1070,252
1071,253
1072,253
1073,253
1074,253
1075,253
1076,253
1077,253
1078,253
1079,253
1080,253
1081,253
1082,253
1083,253
1084,253
1085,253
1086,253
1087,253
1088,253
1089,253
1090,253
1091,253
1092,254
1093,254
1094,254
1095,254
1096,254
1097,254
1098,254
1099,254
1100,254
1101,254
1102,254
1103,254
1104,254
1105,254
1106,254
1107,254
1108,254
1109,254
1110,254
1111,254
1112,254
1113,254
1114,254
1115,254
1116,255
1117,255
1118,255
1119,255
1120,255
1121,255
1122,255
1123,255
1124,255
1125,255
1126,255
1127,255
1128,255
1129,255
1130,255
1131,255
1132,255
1133,255
1134,255
1135,255
1136,255
1137,255
1138,255
1139,255
1140,255
1141,255
1142,255
1143,255
1144,255
1145,255
1146,255
1147,255
1148,255
1149,255
1150,255
1151,255
1152,255
1153,255
1154,255
1155,255
1156,255
1157,255
1158,255
1159,255
1160,255
1161,255
1162,255
1163,255
1164,255
1165,255
1166,255
1167,255
1168,255
1169,255
1170,255
1171,255
1172,255
1173,255
1174,255
1175,255
1176,255
1177,255
1178,255
1179,255
1180,255
1181,255
1182,255
1183,255
1184,255
1185,255
1186,255
1187,255
1188,255
1189,255
1190,255
1191,255
1192,255
1193,255
1194,255
1195,255
1196,255
1197,255
1198,255
1199,255
1200,255
1201,255
1202,255
1203,255
1204,255
1205,255
1206,255
1207,255
1208,254
1209,254
1210,254
1211,254
1212,254
1213,254
1214,254
1215,254
1216,254
1217,254
1218,254
1219,254
1220,254
1221,254
1222,254
1223,254
1224,254
1225,254
1226,254
1227,254
1228,254
1229,254
1230,254
1231,254
1232,254
1233,254
1234,254
1235,254
1236,254
1237,254
1238,254
1239,254
1240,254
1241,254
1242,254
1243,254
1244,254
1245,254
1246,254
1247,254
1248,254
1249,254
1250,254
1251,254
1252,254
1253,254
1254,254
1255,254
1256,254
1257,254
1258,254
1259,254
1260,254
1261,254
1262,254
1263,253
1264,253
1265,253
1266,253
1267,253
1268,253
1269,253
1270,253
1271,253
1272,253
1273,253
1274,253
1275,253
1276,253
1277,253
1278,253
1279,253
1280,253
1281,253
1282,253
1283,253
1284,253
1285,253
1286,253
1287,253
1288,253
1289,253
1290,253
1291,253
1292,253
1293,253
1294,253
1295,253
1296,253
1297,253
1298,253
1299,253
1300,253
1301,253
1302,253
1303,253
1304,253
1305,253
1306,253
1307,253
1308,253
1309,253
1310,253
1311,253
1312,253
1313,253
1314,253
1315,253
1316,253
1317,253
1318,253
1319,253
1320,253
1321,253
1322,253
1323,253
1324,253
1325,253
1326,253
1327,253
1328,253
1329,253
1330,253
1331,253
1332,253
1333,253
1334,252
1335,252
1336,252
1337,252
1338,252
1339,252
1340,252
1341,252
1342,252
1343,252
1344,252
1345,252
1346,252
1347,252
1348,252
1349,252
1350,252
1351,252
1352,252
1353,252
1354,252
1355,252
1356,252
1357,252
1358,252
1359,252
1360,252
1361,252
1362,252
1363,252
1364,252
1365,252
1366,252
1367,
1368,
1369,
1370,
1371,
1372,
1373,
1374,
1375,
1376,
1377,
1378,
1379,
1380,
1381,252
1382,
1383,252
1384,252
1385,251
1386,251
1387,251
1388,251
1389,251
1390,251
1391,251
1392,251
1393,251
1394,
1395,
1396,251
1397,251
1398,251
1399,251
1400,251
1401,251
1402,251
1403,251
1404,251
1405,251
1406,251
1407,251
1408,251
1409,251
1410,251
1411,251
1412,251
1413,251
1414,251
1415,251
1416,251
1417,251
1418,251
1419,251
1420,251
1421,251
1422,251
1423,251
1424,251
1425,251
1426,251
1427,251
1428,251
1429,251
1430,251
1431,251
1432,251
1433,250
1434,250
1435,250
1436,250
1437,250
1438,250
1439,250
1440,250
1441,250
1442,250
1443,250
1444,250
1445,250
1446,250
1447,250
1448,250
1449,250
1450,250
1451,250
1452,250
1453,250
1454,250
1455,250
1456,250
1457,250
1458,250
1459,250
1460,250
1461,250
1462,250
1463,250
1464,250
1465,250
1466,250
1467,250
1468,250
1469,250
1470,250
1471,250
1472,250
1473,250
1474,250
1475,250
1476,250
1477,250
1478,250
1479,250
1480,250
1481,250
1482,250
1483,250
1484,250
1485,250
1486,250
1487,250
1488,250
1489,249
1490,249
1491,249
1492,249
1493,249
1494,249
1495,249
1496,249
1497,249
1498,249
1499,249
1500,249
1501,249
1502,249
1503,249
1504,249
1505,249
1506,249
1507,249
1508,249
1509,249
1510,249
1511,249
1512,249
1513,249
1514,249
1515,249
1516,249
1517,249
1518,249
1519,249
1520,249
1521,249
1522,249
1523,249
1524,249
1525,249
1526,249
1527,249
1528,249
1529,249
1530,249
1531,249
1532,249
1533,249
1534,249
1535,249
1536,249
1537,249
1538,249
1539,249
1540,249
1541,249
1542,249
1543,249
1544,249
1545,249
1546,248
1547,248
1548,248
1549,248
1550,248
1551,248
1552,248
1553,248
1554,248
1555,248
1556,248
1557,248
1558,248
1559,248
1560,248
1561,248
1562,248
1563,248
1564,248
1565,248
1566,248
1567,248
1568,248
1569,248
1570,248
1571,248
1572,248
1573,248
1574,248
1575,248
1576,248
1577,248
1578,248
1579,248
1580,248
1581,248
1582,248
1583,248
1584,248
1585,248
1586,248
1587,248
1588,248
1589,248
1590,248
1591,248
1592,248
1593,248
1594,248
1595,248
1596,248
1597,248
1598,248
1599,248
1600,248
1601,247
1602,247
1603,247
1604,247
1605,247
1606,247
1607,247
1608,247
1609,247
1610,247
1611,247
1612,247
1613,247
1614,247
1615,247
1616,247
1617,247
1618,247
1619,247
1620,247
1621,247
1622,247
1623,247
1624,247
1625,247
1626,247
1627,247
1628,247
1629,247
1630,247
1631,247
1632,247
1633,247
1634,247
1635,247
1636,247
1637,247
1638,247
1639,247
1640,247
1641,247
1642,247
1643,247
1644,247
1645,247
1646,247
1647,247
1648,247
1649,247
1650,247
1651,247
1652,247
1653,247
1654,247
1655,247
1656,247
1657,247
1658,247
1659,247
1660,246
1661,246
1662,246
1663,246
1664,246
1665,246
1666,246
1667,246
1668,246
1669,246
1670,246
1671,246
1672,246
1673,246
1674,246
1675,246
1676,246
1677,246
1678,246
1679,246
1680,246
1681,246
1682,246
1683,246
1684,246
1685,246
1686,246
1687,246
1688,246
1689,246
1690,246
1691,246
1692,246
1693,246
1694,246
1695,246
1696,246
1697,246
1698,246
1699,246
1700,246
1701,246
1702,246
1703,246
1704,246
1705,246
1706,246
1707,246
1708,246
1709,246
1710,246
1711,246
1712,246
1713,246
1714,246
1715,246
1716,246
1717,246
1718,246
1719,246
1720,246
1721,246
1722,246
1723,246
1724,245
1725,245
1726,245
1727,245
1728,245
1729,245
1730,245
1731,245
1732,245
1733,245
1734,245
1735,245
1736,245
1737,245
1738,245
1739,245
1740,245
1741,245
1742,245
1743,245
1744,245
1745,245
1746,245
1747,245
1748,245
1749,245
1750,245
1751,245
1752,245
1753,245
1754,245
1755,245
1756,245
1757,245
1758,245
1759,245
1760,245
1761,245
1762,244
1763,244
1764,244
1765,244
1766,244
1767,244
1768,244
1769,244
1770,244
1771,244
1772,244
1773,244
1774,244
1775,244
1776,244
1777,244
1778,244
1779,244
1780,244
1781,244
1782,244
1783,244
1784,244
1785,244
1786,244
1787,244
1788,244
1789,244
1790,243
1791,243
1792,243
1793,243
1794,243
1795,243
1796,243
1797,243
1798,243
1799,243
1800,243
1801,243
1802,243
1803,243
1804,243
1805,243
1806,243
1807,243
1808,243
1809,243
1810,243
1811,243
1812,243
1813,243
1814,243
1815,243
1816,242
1817,242
1818,242
1819,242
1820,242
1821,242
1822,242
1823,242
1824,242
1825,242
1826,242
1827,242
1828,242
1829,242
1830,242
1831,242
1832,242
1833,242
1834,242
1835,242
1836,242
1837,242
1838,242
1839,242
1840,242
1841,242
1842,242
1843,242
1844,242
1845,242
1846,242
1847,242
1848,242
1849,242
1850,242
1851,242
1852,242
1853,242
1854,242
1855,242
1856,242
1857,242
1858,242
1859,242
1860,242
1861,242
1862,242
1863,242
1864,242
1865,242
1866,242
1867,242
1868,242
1869,242
1870,242
1871,242
1872,242
1873,242
1874,242
1875,242
1876,242
1877,242
1878,242
1879,242
1880,242
1881,242
1882,242
1883,242
1884,242
1885,242
1886,242
1887,242
1888,242
1889,242
1890,242
1891,243
1892,243
1893,243
1894,243
1895,243
1896,243
1897,243
1898,243
1899,243
1900,243
1901,243
1902,243
1903,243
1904,243
1905,243
1906,243
1907,244
1908,244
1909,244
1910,244
1911,244
1912,244
1913,244
1914,244
1915,244
1916,244
1917,244
1918,244
1919,244
1920,244
1921,244
1922,244
1923,244
1924,245
1925,245
1926,245
1927,245
1928,245
1929,245
1930,245
1931,245
1932,245
1933,245
1934,245
1935,245
1936,245
1937,245
1938,245
1939,246
1940,246
1941,246
1942,246
1943,246
1944,246
1945,246
1946,246
1947,246
1948,246
1949,246
1950,246
1951,246
1952,246
1953,246
1954,247
1955,247
1956,247
1957,247
1958,247
1959,247
1960,247
1961,247
1962,247
1963,247
1964,247
1965,247
1966,247
1967,247
1968,247
1969,247
1970,248
1971,248
1972,248
1973,248
1974,248
1975,248
1976,248
1977,248
1978,248
1979,248
1980,248
1981,248
1982,248
1983,248
1984,248
1985,249
1986,249
1987,249
1988,249
1989,249
1990,249
1991,249
1992,249
1993,249
1994,249
1995,249
1996,249
1997,249
1998,249
1999,249
2000,249
2001,250
2002,250
2003,250
2004,250
2005,250
2006,250
2007,250
2008,250
2009,250
2010,250
2011,250
2012,250
2013,250
2014,250
2015,250
2016,250
2017,250
2018,250
2019,250
2020,251
2021,251
2022,251
2023,251
2024,251
2025,251
2026,251
2027,251
2028,251
2029,251
2030,251
2031,251
2032,251
2033,251
2034,251
2035,251
2036,251
2037,251
2038,251
2039,251
2040,251
2041,251
2042,252
2043,252
2044,252
2045,252
2046,252
2047,252
2048,252
2049,252
2050,252
2051,252
2052,252
2053,252
2054,252
2055,252
2056,252
2057,252
2058,252
2059,252
2060,252
2061,252
2062,252
2063,252
2064,252
2065,252
2066,252
2067,253
2068,253
2069,253
2070,253
2071,253
2072,253
2073,253
2074,253
2075,253
2076,253
2077,253
2078,253
2079,253
2080,253
2081,253
2082,
2083,253
2084,
2085,
2086,
2087,
2088,
2089,
2090,
2091,
2092,
2093,
2094,
2095,
2096,
2097,
2098,
2099,
2100,
2101,254
2102,
2103,
2104,
2105,254
2106,254
2107,254
2108,254
2109,254
2110,254
2111,254
2112,254
2113,254
2114,254
2115,254
2116,254
2117,254
2118,255
2119,255
2120,255
2121,255
2122,255
2123,255
2124,255
2125,255
2126,255
2127,255
2128,255
2129,255
2130,255
2131,255
2132,255
2133,255
2134,255
2135,255
2136,255
2137,255
2138,255
2139,255
2140,255
2141,255
2142,255
2143,255
2144,256
2145,256
2146,256
2147,256
2148,256
2149,256
2150,256
2151,256
2152,256
2153,256
2154,256
2155,256
2156,256
2157,256
2158,256
2159,256
2160,256
2161,256
2162,256
2163,256
2164,256
2165,256
2166,256
2167,256
2168,256
2169,256
2170,256
2171,257
2172,257
2173,257
2174,257
2175,257
2176,257
2177,257
2178,257
2179,257
2180,257
2181,257
2182,257
2183,257
2184,257
2185,257
2186,257
2187,257
2188,257
2189,257
2190,257
2191,257
2192,257
2193,257
2194,257
2195,257
2196,257
2197,257
2198,257
2199,258
2200,258
2201,258
2202,258
2203,258
2204,258
2205,258
2206,258
2207,258
2208,258
2209,258
2210,258
2211,258
2212,258
2213,258
2214,258
2215,258
2216,258
2217,258
2218,258
2219,258
2220,258
2221,258
2222,258
2223,258
2224,258
2225,258
2226,259
2227,259
2228,259
2229,259
2230,259
2231,259
2232,259
2233,259
2234,259
2235,259
2236,259
2237,259
2238,259
2239,259
2240,259
2241,259
2242,259
2243,259
2244,259
2245,259
2246,259
2247,259
2248,259
2249,259
2250,259
2251,259
2252,259
2253,259
2254,259
2255,259
2256,259
2257,259
2258,260
2259,260
2260,260
2261,260
2262,260
2263,260
2264,260
2265,260
2266,260
2267,260
2268,260
2269,260
2270,260
2271,260
2272,260
2273,260
2274,260
2275,260
2276,260
2277,260
2278,260
2279,260
2280,260
2281,260
2282,260
2283,260
2284,260
2285,260
2286,260
2287,260
2288,260
2289,260
2290,260
2291,260
2292,260
2293,261
2294,261
2295,261
2296,261
2297,261
2298,261
2299,261
2300,261
2301,261
2302,261
2303,261
2304,261
2305,261
2306,261
2307,261
2308,261
2309,261
2310,261
2311,261
2312,261
2313,261
2314,261
2315,261
2316,261
2317,261
2318,262
2319,262
2320,262
2321,262
2322,262
2323,262
2324,262
2325,262
2326,262
2327,262
2328,262
2329,262
2330,262
2331,262
2332,262
2333,262
2334,262
2335,262
2336,262
2337,262
2338,262
2339,263
2340,263
2341,263
2342,263
2343,263
2344,263
2345,263
2346,263
2347,263
2348,263
2349,263
2350,263
2351,263
2352,263
2353,263
2354,263
2355,263
2356,264
2357,264
2358,264
2359,264
2360,264
2361,264
2362,264
2363,264
2364,264
2365,264
2366,264
2367,264
2368,264
2369,264
2370,264
2371,264
2372,264
2373,264
2374,265
2375,265
2376,265
2377,265
2378,265
2379,265
2380,265
2381,265
2382,265
2383,265
2384,265
2385,265
2386,265
2387,265
2388,265
2389,265
2390,266
2391,266
2392,266
2393,266
2394,266
2395,266
2396,266
2397,266
2398,266
2399,266
2400,266
2401,266
2402,266
2403,266
2404,266
2405,266
2406,266
2407,266
2408,266
2409,266
2410,267
2411,267
2412,267
2413,267
2414,267
2415,267
2416,267
2417,267
2418,267
2419,267
2420,267
2421,267
2422,267
2423,267
2424,267
2425,267
2426,267
2427,267
2428,267
2429,267
2430,267
2431,268
2432,268
2433,268
2434,268
2435,268
2436,268
2437,268
2438,268
2439,268
2440,268
2441,268
2442,268
2443,268
2444,268
2445,268
2446,268
2447,268
2448,268
2449,268
2450,268
2451,268
2452,268
2453,268
2454,268
2455,268
2456,268
2457,268
2458,269
2459,269
2460,269
2461,269
2462,269
2463,269
2464,269
2465,269
2466,269
2467,269
2468,269
2469,269
2470,269
2471,269
2472,269
2473,269
2474,269
2475,269
2476,269
2477,269
2478,269
2479,269
2480,269
2481,269
2482,269
2483,269
2484,269
2485,269
2486,269
2487,269
2488,269
2489,270
2490,270
2491,270
2492,270
2493,270
2494,270
2495,270
2496,270
2497,270
2498,270
2499,270
2500,270
2501,270
2502,270
2503,270
2504,270
2505,270
2506,270
2507,270
2508,270
2509,270
2510,270
2511,270
2512,270
2513,270
2514,270
2515,270
2516,270
2517,270
2518,270
2519,270
2520,270
2521,270
2522,271
2523,271
2524,271
2525,271
2526,271
2527,271
2528,271
2529,271
2530,271
2531,271
2532,271
2533,271
2534,271
2535,271
2536,271
2537,271
2538,271
2539,271
2540,271
2541,271
2542,271
2543,271
2544,271
2545,271
2546,271
2547,271
